DSO_NAME;
UGC95
NGC100
UGC260
UGC711
NGC522
UGC1281
UGCA23
NGC973
UGC2082
NGC1110
UGC2441
NGC1247
ESO4854
UGC3137
UGC3573
UGC3697
NGC2357
UGC4277
IC2233
UGC4704
UGC4719
UGCA150
NGC2820
NGC3044
UGC5459
UGC5537
NGC3245A
NGC3279
NGC3365
NGC3454
NGC3501
IC755
UGC7086
UGC7170
NGC4157
NGC4173
NGC4183
NGC4197
NGC4222
NGC4244
UGC7321
NGC4330
NGC4356
IC3322A
UGC7522
NGC4517
NGC4565
UGCA304
UGC8146
UGCA320
NGC5023
NGC5170
NGC5229
UGC8917
NGC5496
NGC5529
UGC9169
UGC9242
NGC5714
NGC5777
NGC5907
NGC5965
UGC9977
UGC10043
UGC10288
UGC11093
UGC11301
UGC11455
UGC11964
UGC12281
UGC12423
UGC12506
