DSO_NAME;
NGC6543
K1-16
NGC6742
M1-64
M57
Sp4-1
NGC6765
K3-27
K4-10
K1-17
Abell63
WeSb5
Hen1-5
NGC6886
Abell57
K3-34
M1-71
M2-48
NGC6842
Abell68
Hen1-6
Abell74
NGC6891
NGC6905
Abell72
Abell61
PK64+5.1
M1-92
# Kn15
NGC6826
NGC6833
K4-41
Hen1-4
# Neckel-Vehrenberg 2
K3-73
M4-17
We1-9
NGC6884
NGC6881
NGC6894
PK80-10.1
Sd1
NGC7008
PK80-6.1
NGC7026
NGC7027
PK89-0.1
NGC7048
K3-82
IC5117
Hu1-2
Abell78
M1-79
M2-50 
NGC7076 
PK100+4.1
NGC7139
NGC7354
IC1454
Abell86
NGC40
IC5217
Me2-2
M2-53
Abell80
