DSO_NAME;
# ESO 515-PN16
Abell38
Abell48
Sh2-71
NGC6741
NGC6751
Abell55
Abell56
NGC6772
IC4846
Abell58
NGC6785
NGC6781
NGC6790 
PB9
NGC6804 
NGC6807 
PK52-2.1
NGC6852
Abell70
Pe1-16 
Abell49
Vy1-4
IC1295
NGC6445
IC4673
NGC6565 
NGC6567
NGC6578 
Abell44
M3-31 
Abell51
DeHt3
NGC 6818
Abell65
Abell66
# HDW 12
