DSO_NAME;
IC418
Jonckheere320
Abell10
H3-75
NGC2022
Abell12
Abell13
Abell14
#Cambridge Research Lab. 618 "Westbrook Nebel"
K3-68
IC2149
NGC2242
IC2165
PB1
K3-71
HoCr1
PK194+2.1
M1-7
NGC2371
Abell21
NGC2392
#HD44179
HDW5
M1-8
NGC2346
M3-3
Abell20
Abell22
HDW7
NGC2438
NGC2440
M1-18
NGC2452
Sa2-21
# Yale Columbia obs. 2-5
Abell29
