DSO_NAME;
NGC108
M110
NGC210
NGC278
NGC337
NGC772
NGC1032
M33
M74
M77
NGC1514
NGC1637
M78
NGC2500
NGC2506
NGC2537
NGC2608
NGC2776
NGC2903
NGC3162
NGC3184
NGC3198
NGC3310
NGC3344
M95
M96
NGC3367
NGC3395
NGC3485
NGC3504
NGC3510
NGC3596
M65
NGC3631
NGC3646
NGC3726
NGC3810
NGC3893
NGC3938
NGC4017
NGC4038
NGC4051
NGC4102
NGC4123
NGC4151
M99
M61
M100
NGC4490
M88
NGC4536
M58
NGC4618
NGC4625
NGC4639
NGC4689
NGC4725
M94
NGC5020
M63
NGC5112
M51
NGC5195
NGC5248
NGC5426
M101
NGC5468
NGC5557
NGC5713
NGC5921
NGC5985
M12
NGC6781
NGC6905
NGC6946
NGC7331
NGC7479
NGC7662
NGC7678
