DSO_NAME;
PGC143
IC10
NGC147
PGC2121
NGC185
M110
M32
M31
PGC2666
NGC292
PGC3589
IC1613
PGC4601
M33
PGC6830
PGC17223
UGC5364
UGC5470
UGC6253
UGC10822
NGC6822
UGC12613
UGC5373
NGC3109
UGCA205
NGC55
NGC404
NGC1569
NGC1560
UGC8091
UGC9128
PGC65367
IC5152
